statement,source,link,veracity
"""We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.""",David Dooley,/web/20180119173910/http://www.politifact.com/rhode-island/statements/2012/may/03/david-dooley/university-rhode-island-president-david-dooley-say/,1
U.S. Rep. Allen West wants to bring back earmarks.,Democratic Congressional Campaign Committee,/web/20180119173910/http://www.politifact.com/florida/statements/2012/may/02/democratic-congressional-campaign-committee/dccc-says-allen-west-earmarks/,0
"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",Americans for Prosperity,/web/20180119173910/http://www.politifact.com/truth-o-meter/statements/2012/may/02/americans-prosperity/ad-says-stimulus-tax-credits-funded-solar-company-/,0
"Wisconsin women ""are paid 81 cents to the dollar of a man doing the same job.""",Kathleen Falk,/web/20180119173910/http://www.politifact.com/wisconsin/statements/2012/may/02/kathleen-falk/gubernatorial-hopeful-kathleen-falk-says-women-wis/,0
"""Wisconsin lost more jobs over the past 12 months than any other state.""",Barbara Buono,/web/20180119173910/http://www.politifact.com/new-jersey/statements/2012/may/02/barbara-buono/chris-christie-campaign-scott-walker-new-jersey-st/,1
The fastest-rising expense in the U.S. Defense Department is health care.,Saxby Chambliss,/web/20180119173912/http://www.politifact.com/georgia/statements/2012/may/02/saxby-chambliss/senators-claim-military-health-care-costs-going-hi/,1
"Says excessive speculation is pushing up oil prices and a recent report estimates it ""adds 56 cents to every gallon of gasoline siphoned from the pump.""",Sherrod Brown,/web/20180119173912/http://www.politifact.com/ohio/statements/2012/may/02/sherrod-brown/sherrod-brown-says-excessive-oil-speculation-drivi/,1
"""After four years of a celebrity president … 85% (of recent college grads are) moving back in with their parents.""",American Crossroads,/web/20180119173912/http://www.politifact.com/truth-o-meter/statements/2012/may/01/american-crossroads/american-crossroads-ad-says-85-percent-recent-coll/,0
"""Nobody is leaving Memphis. That's a myth.""",Joe Brown,/web/20180119173912/http://www.politifact.com/tennessee/statements/2012/may/01/joe-brown/nobody-leaving-memphis-says-city-councilman-joe-br/,0
"""Student loan rates set to double because a Democratic-controlled Congress voted to double them.""",John Boehner,/web/20180119173912/http://www.politifact.com/ohio/statements/2012/may/01/john-boehner/john-boehner-tweets-dems-voted-double-student-loan/,0
"Before the HOPE scholarship, ""70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.""",Nathan Deal,/web/20180119173912/http://www.politifact.com/georgia/statements/2012/may/01/nathan-deal/deal-hope-aid-keeps-georgias-brightest-close-home/,0
"Says Wisconsin Gov. Scott Walker’s budget ""calls for raising property taxes by nearly $500 billion.""",Pat Quinn,/web/20180119173912/http://www.politifact.com/wisconsin/statements/2012/apr/30/pat-quinn/illinois-gov-pat-quinn-says-gov-scott-walkers-budg/,0
"Says ""Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.""",Steve Rothman,/web/20180119173912/http://www.politifact.com/new-jersey/statements/2012/apr/30/steve-rothman/rep-steve-rothman-claims-rep-bill-pascrell-voted-e/,0
"Says the Department of Homeland Security has ordered ""enough rounds of .40 caliber ammunition to kill every man, woman and child in the United States,"" possibly to combat ""massive civil unrest"" or ""an invasion by a foreign power.""",Chain email,/web/20180119173912/http://www.politifact.com/texas/statements/2012/apr/30/chain-email/chain-email-says-homeland-security-purchasing-many/,0
"Some ""20,000 Delphi salaried retirees lost up to 70 percent of their pensions"" as a result of ""political favoritism and backroom deals.""",Michael Turner,/web/20180119173912/http://www.politifact.com/ohio/statements/2012/apr/30/michael-turner/michael-turner-says-political-favoritism-and-backr/,0
"""In my years in the State Legislature, I have never voted for a tax increase.""",Joseph Kyrillos,/web/20180119173912/http://www.politifact.com/new-jersey/statements/2012/apr/29/joseph-kyrillos/us-senate-hopeful-joe-kyrillos-claims-he-never-vot/,0
"Gas prices have gone up 99 percent since Obama became president, ""the highest gas price increase since Carter.""",National Republican Congressional Committee,/web/20180119173912/http://www.politifact.com/rhode-island/statements/2012/apr/29/national-republican-congressional-committee/national-republican-congressional-committee-says-g/,0
"The Wisconsin law repealed by Republicans, which allowed discriminated workers to sue in state court, ""was kind of a gravy train"" for lawyers.",Scott Walker,/web/20180119173912/http://www.politifact.com/wisconsin/statements/2012/apr/27/scott-walker/recall-target-wisconsin-gov-scott-walker-says-work/,0
"Says ""I worked with our Mayor and other commissioners to help save the school year when a budget crisis in Salem threatened to cut four weeks of the school year,"" including  negotiating with teachers to work for free.",Charlie Hales,/web/20180119173912/http://www.politifact.com/oregon/statements/2012/apr/27/charlie-hales/did-charlie-hales-help-negotiate-one-time-deal-por/,0
"""About 230,000 people that were on unemployment when I took office are not on unemployment now.""",Rick Scott,/web/20180119173912/http://www.politifact.com/florida/statements/2012/apr/27/rick-scott/gov-scott-says-230000-fewer-people-receive-unemplo/,1
"""Just on Jan. 1 of this year, there were 40,000 new laws put on the books in one day.""",Ron Paul,/web/20180119173912/http://www.politifact.com/texas/statements/2012/apr/27/ron-paul/ron-paul-says-40000-new-laws-were-put-books-first-/,0
"Under a new law, doctors performing drug-induced abortions could be charged if women don’t return to them for follow-up care",Wisconsin Medical Society,/web/20180119173915/http://www.politifact.com/wisconsin/statements/2012/apr/27/wisconsin-medical-society/wisconsin-medical-society-president-says-doctors-c/,0
"The average Atlanta resident ""spends an extra $924 each year in additional gasoline and wasted time.""",Citizens for Transportation Mobility,/web/20180119173915/http://www.politifact.com/georgia/statements/2012/apr/27/citizens-transportation-mobility/how-costly-atlanta-gridlock-nearly-1000-person-gro/,1
Says President Barack Obama's parents were communists.,Samuel Wurzelbacher,/web/20180119173915/http://www.politifact.com/ohio/statements/2012/apr/27/samuel-wurzelbacher/samuel-joe-plumber-wurzelbacher-says-barack-obamas/,0
"""Personal income is growing faster in Tennessee on average than any other state in the country.""",Bill Haslam,/web/20180119173915/http://www.politifact.com/tennessee/statements/2012/apr/27/bill-haslam/gov-haslam-says-tennessee-led-nation-income-growth/,0
President Obama gave Egypt's Muslim Brotherhood one and a half billion dollars.,Barry Hinckley,/web/20180119173915/http://www.politifact.com/rhode-island/statements/2012/apr/27/barry-hinckley/us-senate-candidate-barry-hinckley-says-obama-admi/,0
"Says legislative cuts mean Texas is ""spending on average $500 less per student.""",Donna Howard,/web/20180119173915/http://www.politifact.com/texas/statements/2012/apr/26/donna-howard/state-rep-donna-howard-says-texas-spending-about-5/,1
"A proposed U.S. Labor Department rule for children working on farms ""would even ban youth from operating a battery-powered screwdriver or a pressurized garden hose.""",Tom Rooney,/web/20180119173915/http://www.politifact.com/florida/statements/2012/apr/26/tom-rooney/tom-rooney-farming-kids-screwdrivers-hoses/,0
"Says George Norcross said the ""TAKEOVER OF RUTGER$ CAMDEN WILL COST NEW JER$EY BILLION$.""",R2RMerge,/web/20180119173915/http://www.politifact.com/new-jersey/statements/2012/apr/26/r2rmerge/student-group-r2rmerge-claims-george-norcross-said/,0
"""The Democrat-controlled Senate, it hasn't passed a budget in more than 1,000 days.""",John Boehner,/web/20180119173915/http://www.politifact.com/ohio/statements/2012/apr/26/john-boehner/john-boehner-says-senate-dems-havent-passed-budget/,1
"Says ""my advocacy questioning contracting out in Parks … delayed and altered the renewal of the Brooks contract, and reduced the number of contracted employees in Parks from over 100 to fewer than 40.""",Amanda  Fritz,/web/20180119173915/http://www.politifact.com/oregon/statements/2012/apr/26/amanda-fritz/amanda-fritz-responsible-dropping-number-parks-wor/,0
"Says bus riders subsidize the ""expensive, romanticized"" Leander-to-Austin train.",Clay Dafoe,/web/20180119173915/http://www.politifact.com/texas/statements/2012/apr/25/clay-dafoe/clay-dafoe-says-austin-bus-riders-subsidize-commut/,0
"""I have always said that I would be for drilling.""",Connie Mack,/web/20180119173915/http://www.politifact.com/florida/statements/2012/apr/25/connie-mack/connie-mack-says-i-have-always-said-i-would-be-dri/,0
"""Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.""",Facebook posts,/web/20180119173915/http://www.politifact.com/truth-o-meter/statements/2012/apr/25/facebook-posts/facebook-post-says-bank-america-bonuses-are-big-en/,0
"Says she made a ""cold call"" and persuaded an Illinois company to relocate to Wisconsin.",Rebecca Kleefisch,/web/20180119173915/http://www.politifact.com/wisconsin/statements/2012/apr/25/rebecca-kleefisch/lt-gov-rebecca-kleefisch-says-her-cold-call-persua/,0
"Says ""$57,000 is the mean [income] in our state"" for a family.",Sheila Oliver,/web/20180119173915/http://www.politifact.com/new-jersey/statements/2012/apr/25/sheila-oliver/sheila-oliver-says-average-family-income-new-jerse/,0
"""We don’t allow filming inside of the City Hall unless there is a specific reason.""",H. Ford Gravitt,/web/20180119173915/http://www.politifact.com/georgia/statements/2012/apr/25/h-ford-gravitt/mayor-orders-camera-council-meeting/,0
"""The total unemployment rate for Hispanic or Latino workers has increased from 10% to 10.3%"" between January 2009 and March 2012.",Mitt Romney,/web/20180119173915/http://www.politifact.com/truth-o-meter/statements/2012/apr/24/mitt-romney/mitt-romney-says-hispanic-unemployment-has-risen-u/,0
"In the past three years, ""we've added enough new oil and gas pipeline to circle the Earth and then some.""",Barack Obama,/web/20180119173916/http://www.politifact.com/truth-o-meter/statements/2012/apr/23/barack-obama/obama-says-new-miles-pipeline-could-stretch-around/,1
"""If you're earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.""",John Wisniewski,/web/20180119173916/http://www.politifact.com/new-jersey/statements/2012/apr/23/john-wisniewski/john-wisniewski-claims-some-new-jersey-commuters-p/,1
"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one week’s interest on the national debt.""",Rob Portman,/web/20180119173916/http://www.politifact.com/ohio/statements/2012/apr/23/rob-portman/rob-portman-says-buffett-rule-would-raise-just-eno/,1
"Says the Congressional Budget Office has estimated ""every penny of the federal budget will go to interest on the debt and entitlement spending by 2025.""",Frank Wolf,/web/20180119173916/http://www.politifact.com/virginia/statements/2012/apr/23/frank-wolf/will-entitlement-programs-and-debt-consume-us-budg/,1
"Says Gov. Scott Walker signed abortion, sex education and discrimination bills ""in secret.""",Kathleen Falk,/web/20180119173916/http://www.politifact.com/wisconsin/statements/2012/apr/22/kathleen-falk/kathleen-falk-says-gov-scott-walker-signed-bills-a/,0
"Says ""Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line.""",Raymond Bateman,/web/20180119173916/http://www.politifact.com/new-jersey/statements/2012/apr/22/raymond-bateman/former-state-legislator-claims-mason-dixon-line-cr/,0
"Ron Oakley's ""conservative leadership protected local taxpayers over government bureaucrats"" as the Water Management District’s budget decreased by ""58 percent in the four years he served on the board.""",Ron Oakley,/web/20180119173916/http://www.politifact.com/florida/statements/2012/apr/22/ron-oakley/ron-oakley-conservative-leadership-water-managemen/,0
"""President Obama's suggested reduction in spending for next year: $0.""",Mitt Romney,/web/20180119173916/http://www.politifact.com/truth-o-meter/statements/2012/apr/20/mitt-romney/mitt-romney-says-barack-obamas-suggested-reduction/,1
Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,Chain email,/web/20180119173916/http://www.politifact.com/texas/statements/2012/apr/20/chain-email/chain-email-says-voters-must-turn-out-protect-home/,0
Says Dwight Holton has never set foot in an Oregon courtroom.,Ellen Rosenblum,/web/20180119173916/http://www.politifact.com/oregon/statements/2012/apr/20/ellen-rosenblum/has-dwight-holton-never-set-foot-oregon-courtroom/,0
"David Dewhurst ""has never once cut one penny from the state budget.""",Ted Cruz,/web/20180119173916/http://www.politifact.com/texas/statements/2012/apr/20/ted-cruz/ted-cruz-says-david-dewhurst-hasnt-ever-cut-penny-/,0
"""The federal government owns tens of thousands of properties that are vacant or underused.""",Tom Graves,/web/20180119173916/http://www.politifact.com/georgia/statements/2012/apr/20/tom-graves/graves-tens-thousands-federal-properties-are-vacan/,1
"""Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.""",Mike Dovilla,/web/20180119173934/http://www.politifact.com/ohio/statements/2012/apr/20/mike-dovilla/mike-dovilla-says-tourism-ohio-accounts-439000-job/,1
"""The Austin school district calendar lists 64 different dates for either a state-mandated test or make-up test.""",Sara Stevenson,/web/20180119173934/http://www.politifact.com/texas/statements/2012/apr/20/sara-stevenson/austin-school-librarian-says-school-district-has-6/,0
Says Ted Cruz represents a Chinese company found guilty of stealing blueprints from an American manufacturer.,David Dewhurst,/web/20180119173934/http://www.politifact.com/texas/statements/2012/apr/19/david-dewhurst/david-dewhurst-says-ted-cruz-represents-chinese-co/,1
"Gas prices have doubled because ""Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.""",American Energy Alliance,/web/20180119173934/http://www.politifact.com/florida/statements/2012/apr/19/american-energy-alliance/did-obama-policies-alaska-solyndra-and-keystone-co/,0
"Every time the price of gasoline rises 1 cent, ""it's a billion dollars out of our economy that goes to Saudi Arabia.""",Tommy Thompson,/web/20180119173934/http://www.politifact.com/wisconsin/statements/2012/apr/19/tommy-thompson/wisconsin-gop-senate-candidate-tommy-thompson-says/,0
"""Congress as a whole is less popular than it’s been since polling was invented.""",Jim Cooper,/web/20180119173934/http://www.politifact.com/tennessee/statements/2012/apr/19/jim-cooper/democratic-congressman-jim-cooper-says-congress-ap/,1
"""The (ARC Tunnel) project was originally estimated to be $8.7 billion, and New Jersey alone was on the hook for all overruns.""",Jennifer Beck,/web/20180119173934/http://www.politifact.com/new-jersey/statements/2012/apr/19/jennifer-beck/arc-tunnel-project-overruns-would-have-been-new-je/,1
"""Large phone companies and their trade association have hired 35 registered lobbyists to influence and pass SB 271 (deregulation legislation).""",AARP,/web/20180119173934/http://www.politifact.com/ohio/statements/2012/apr/19/AARP/aarp-says-telephone-companies-hired-35-people-lobb/,1
"""The ACLU has filed a suit to end prayer from the military completely.""",Chain email,/web/20180119173934/http://www.politifact.com/georgia/statements/2012/apr/19/chain-email/chain-email-has-no-defense/,0
"""Only 14 percent of Catholics agree with the Vatican's position that abortion should be illegal.""",Jon O'Brien,/web/20180119173934/http://www.politifact.com/rhode-island/statements/2012/apr/19/jon-obrien/catholics-choice-president-says-only-14-percent-ca/,1
"George Allen ""voted for 40,000 earmarks.""",Jamie Radtke,/web/20180119173934/http://www.politifact.com/virginia/statements/2012/apr/18/jamie-radtke/jamie-radtke-claims-george-allen-voted-40000-earma/,1
"In labor negotiations with city employees, Milwaukee Mayor Tom Barrett ""demanded concessions that went beyond those mandated"" by Gov. Scott Walker’s collective bargaining law",AFSCME,/web/20180119173934/http://www.politifact.com/wisconsin/statements/2012/apr/18/afscme/afscme-says-milwaukee-mayor-tom-barrett-demanded-u/,0
"A proposed regional transportation tax will last ""a minimum"" of 10 years, and has been approved to last longer.",Anonymous Flier,/web/20180119173934/http://www.politifact.com/georgia/statements/2012/apr/18/anonymous-flier/flier-casts-transportation-referendum-never-ending/,0
"""We are at a 40-year low in our crime rate in our state.""",Rick Scott,/web/20180119173934/http://www.politifact.com/florida/statements/2012/apr/17/rick-scott/rick-scott-said-florida-crime-rates-are-40-year-lo/,1
"Says President Obama's decision to not issue a permit for the Keystone XL pipeline meant ""we were denied the ability immediately to reduce prices at the pump.""",Mike Dovilla,/web/20180119173934/http://www.politifact.com/ohio/statements/2012/apr/17/mike-dovilla/mike-dovilla-claims-obamas-refusal-allow-keystone-/,0
"""The non-partisan Congressional Budget Office concluded ObamaCare will cost the U.S. more than 800,000 jobs.""",Roger Williams,/web/20180119173934/http://www.politifact.com/texas/statements/2012/apr/17/roger-williams/roger-williams-says-cbo-forecasts-obamacare-will-c/,0
"""Rhode Island’s exports have increased by 53 percent in the last two years.""",Lisa Tomasso,/web/20180119173935/http://www.politifact.com/rhode-island/statements/2012/apr/17/lisa-tomasso/rhode-island-state-rep-lisa-tomasso-says-exports-o/,1
"""By the time I finish this speech, two Americans will be slain, six women will be raped, 27 of us will be robbed, and 50 more will be beaten.""",Wayne LaPierre,/web/20180119173935/http://www.politifact.com/truth-o-meter/statements/2012/apr/16/wayne-lapierre/nras-wayne-lapierre-cites-frequency-violent-crime-/,1
Says opponent Ted Cruz has not led businesses.,Tom Leppert,/web/20180119173935/http://www.politifact.com/texas/statements/2012/apr/16/tom-leppert/tom-leppert-says-ted-cruz-has-not-led-businesses/,1
The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,Clarence Thomas,/web/20180119173935/http://www.politifact.com/georgia/statements/2012/apr/16/clarence-thomas/clarence-thomas-gives-supreme-court-history-lesson/,1
"""In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.""",Facebook posts,/web/20180119173935/http://www.politifact.com/new-jersey/statements/2012/apr/15/facebook-posts/gas-out-boycott-1997-pushed-gasoline-prices-down-3/,0
"""This rule could prevent children under 18 from using such tools as a power screwdriver, a milking machine or something as simple as a wheelbarrow on the family farm . . . """,Lamar Alexander,/web/20180119173935/http://www.politifact.com/tennessee/statements/2012/apr/15/lamar-alexander/lamar-alexander-says-child-farm-labor-rules-could-/,0
"The ""Buffett rule"" ""raises virtually no money, maybe a day and a half of our borrowing per year.""",Barry Hinckley,/web/20180119173935/http://www.politifact.com/rhode-island/statements/2012/apr/15/barry-hinckley/republican-senate-candidate-barry-hinckley-says-bu/,1
"Georgia is one of three states that ""effectively have no regulations whatsoever on lobbyists giving to legislators.""",Josh McKoon,/web/20180119173935/http://www.politifact.com/georgia/statements/2012/apr/15/joshua-mckoon/no-limit-gifts-ga-legislature-senator-says/,1
"Says the Pentagon has never passed a financial audit. In fact,  the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",Peter DeFazio,/web/20180119173935/http://www.politifact.com/oregon/statements/2012/apr/13/peter-defazio/defazio-says-pentagon-cant-track-its-budget-we-aud/,1
"""It's the first time in the nation this many members have been drawn (by a Legislature) into the same districts where it wasn't a court order.""",Will Weatherford,/web/20180119173935/http://www.politifact.com/florida/statements/2012/apr/13/will-weatherford/florida-holds-record-redistricting-incumbents-toge/,1
"Says Sen. Bill Nelson voted to spend ""$144,541 to see how monkeys react under the influence of cocaine.""",Connie Mack,/web/20180119173935/http://www.politifact.com/florida/statements/2012/apr/13/connie-mack/connie-mack-says-bill-nelson-voted-study-monkeys-c/,0
"""[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.""",Metro Atlanta Voter Education Network,/web/20180119173935/http://www.politifact.com/georgia/statements/2012/apr/13/metro-atlanta-voter-education-network/group-200000-given-chance-sound-tax/,1
"""What president has the worst record on female labor force participation? Barack Obama.""",Mitt Romney,/web/20180119173937/http://www.politifact.com/truth-o-meter/statements/2012/apr/12/mitt-romney/mitt-romney-chart-claims-barack-obama-has-worst-re/,0
"Says the treasurer’s office has ""saved $37 million in management costs for the oversight of public investments.""",Ted  Wheeler,/web/20180119173937/http://www.politifact.com/oregon/statements/2012/apr/12/ted-wheeler/did-ted-wheelers-office-actually-save-39-million-m/,0
The 2011 Legislature did not cut Texas public school funding.,Susan Combs,/web/20180119173937/http://www.politifact.com/texas/statements/2012/apr/12/susan-combs/comptroller-susan-combs-says-state-lawmakers-did-n/,0
"Says New Jersey Devils managing partner Jeff Vanderbeek ""took us into arbitration.""",Cory Booker,/web/20180119173937/http://www.politifact.com/new-jersey/statements/2012/apr/12/cory-booker/cory-booker-claims-jeff-vanderbeek-took-us-arbitra/,0
"Says New Jersey Devils managing partner Jeff Vanderbeek ""froze all those monies during the toughest years in ‘08-’09"" and ""refused to give the charitable dollars that he was required to give by the contract.""",Cory Booker,/web/20180119173937/http://www.politifact.com/new-jersey/statements/2012/apr/12/cory-booker/cory-booker-claims-devils-managing-partner-jeff-va/,1
"Says abortion doctors are ""flying into this state, performing abortions and flying out.""",Matthew Hill,/web/20180119173937/http://www.politifact.com/tennessee/statements/2012/apr/12/matthew-hill/matthew-hill-says-abortion-doctors-flying-out-tenn/,0
"Sen. Sherrod Brown’s vote helped pass ""Barack Obama’s job-killing health care law, which slapped small businesses throughout Ohio with a $500 billion tax increase.""",National Republican Senatorial Committee,/web/20180119173937/http://www.politifact.com/ohio/statements/2012/apr/12/national-republican-senatorial-committee/national-republican-senatorial-committee-says-heal/,0
President Obama's refusal to grant permits for offshore drilling is one reason gasoline prices are soaring.,Mike Huckabee,/web/20180119173937/http://www.politifact.com/rhode-island/statements/2012/apr/12/mike-huckabee/says-president-obamas-refusal-issue-offshore-drill/,0
"About 78 to 81 House Democrats ""are members of the Communist Party. ... It’s called the Congressional Progressive Caucus.""",Allen West,/web/20180119173937/http://www.politifact.com/florida/statements/2012/apr/11/allen-west/allen-west-says-about-80-house-democrats-are-membe/,0
Says she balanced a $10 billion budget shortfall without raising taxes.,Elizabeth Ames Jones,/web/20180119173937/http://www.politifact.com/texas/statements/2012/apr/11/elizabeth-ames-jones/elizabeth-ames-jones-says-she-balanced-10-billion-/,0
"Says the United States ""actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.""",Robert Menendez,/web/20180119173937/http://www.politifact.com/new-jersey/statements/2012/apr/11/robert-menendez/robert-menendez-claims-us-oil-exports-surpassed-im/,1
"""Our rainy day fund has gone from 89 cents to $240 million.""",John Kasich,/web/20180119173937/http://www.politifact.com/ohio/statements/2012/apr/11/john-kasich/gov-john-kasich-says-rainy-day-fund-has-grown-89-c/,1
"Says that Mitt Romney, while he was in Arizona, said he believes the state’s SB 1070 immigration law should be the model for national immigration laws.",Charlie Gonzalez,/web/20180119173937/http://www.politifact.com/texas/statements/2012/apr/11/charlie-gonzalez/us-rep-charlie-gonzalez-says-arizona-mitt-romney-s/,0
"The Keystone oil pipeline ""would employ 20,000 people in the United States.""",Johnny Isakson,/web/20180119173937/http://www.politifact.com/georgia/statements/2012/apr/11/johnny-isakson/isakson-keystone-pipeline-employ-20000/,0
"""Women account for 92.3 percent of the jobs lost under Obama.""",Mitt Romney,/web/20180119173937/http://www.politifact.com/truth-o-meter/statements/2012/apr/10/mitt-romney/romney-campaign-says-women-were-hit-hard-job-losse/,0
"""98 percent of American families"" make ""under $250,000 a year.""",Barack Obama,/web/20180119173937/http://www.politifact.com/florida/statements/2012/apr/10/barack-obama/how-many-americans-make-less-250000-year/,1
"President Barack Obama ""has doubled the size of government since he took office.""",Paul Ryan,/web/20180119173937/http://www.politifact.com/truth-o-meter/statements/2012/apr/10/paul-ryan/paul-ryan-barack-obama-has-doubled-size-government/,0
"Says ""at the state level we're spending more on tax expenditures than we are on public safety, health care and education combined.""",Jefferson Smith,/web/20180119173937/http://www.politifact.com/oregon/statements/2012/apr/10/jefferson-smith/does-oregon-spend-more-tax-breaks-public-safet-hea/,1
"""Why was there no news coverage of this raid on the Arizona border? … Seizure was just five days ago. Right on the Arizona border!""",Chain email,/web/20180119173941/http://www.politifact.com/truth-o-meter/statements/2012/apr/10/chain-email/chain-email-says-media-ignored-recent-raid-arizona/,0
"Says Wisconsin women facing pay discrimination can't ""do something about it"" under bill passed by Republicans.",Kathleen Falk,/web/20180119173941/http://www.politifact.com/wisconsin/statements/2012/apr/10/kathleen-falk/dem-wisconsin-governor-recall-says-gop-backed-bill/,0
"""Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.""",Gary Black,/web/20180119173941/http://www.politifact.com/georgia/statements/2012/apr/10/gary-black/dont-call-it-pink-slime-georgia-official-says/,1
"""General Motors is the largest corporation in the world again.""",Joe Biden,/web/20180119173941/http://www.politifact.com/truth-o-meter/statements/2012/apr/09/joe-biden/vice-president-joe-biden-says-general-motors-large/,0
"""The average age of members of the House of Representatives is 57 years old.""",Weston Wamp,/web/20180119173941/http://www.politifact.com/tennessee/statements/2012/apr/09/weston-wamp/25-year-old-congressional-candidate-weston-wamp-sa/,1
"""Under President Obama, domestic oil production is at an eight-year high.""",Barack Obama,/web/20180119173941/http://www.politifact.com/virginia/statements/2012/apr/09/barack-obama/barack-obama-ad-says-us-oil-production-eight-year-/,1
"""We gave every public employee in the state the freedom to choose whether or not they want to be in a union.""",Scott Walker,/web/20180119173941/http://www.politifact.com/wisconsin/statements/2012/apr/09/scott-walker/gov-scott-walker-says-wisconsin-gave-every-public-/,0
"Says in the governor’s proposed budget ""the use of that, what is called one-shots, is a 500 percent increase over the last Corzine budget.""",John Burzichelli,/web/20180119173941/http://www.politifact.com/new-jersey/statements/2012/apr/09/john-burzichelli/john-burzichelli-claims-chris-christies-proposed-b/,0
"An effort to repeal voting-reform legislation would be ""the first time in Ohio history where a bill has been passed to stop a referendum.""",Eric Kearney,/web/20180119173941/http://www.politifact.com/ohio/statements/2012/apr/09/eric-kearney/eric-kearney-says-repeal-voter-reform-legislation-/,1
"""On most things except witch trials, Virginia will always have been first.""",Morgan Griffith,/web/20180119173941/http://www.politifact.com/virginia/statements/2012/apr/09/morgan-griffith/rep-morgan-griffith-says-virginia-did-not-hold-fir/,0
"""As the usage [of synthetic marijuana] has dramatically increased, instances of violence, bodily harm and even death have risen with it.""",Nathan Deal,/web/20180119173941/http://www.politifact.com/georgia/statements/2012/apr/09/nathan-deal/deal-fake-marijuana-use-rising-connected-death-vio/,1
"Says Obama health reform law denies millions ""access to affordable insurance.""",Eric Hovde,/web/20180119173941/http://www.politifact.com/wisconsin/statements/2012/apr/08/eric-hovde/newcomer-and-wisconsin-gop-senate-candidate-eric-h/,0
"Says under the Affordable Care Act, New Jersey’s ""new (Medicaid) enrollees won’t qualify for the matching federal funds simply because we added them onto the rolls before 2014.""",Amy Handlin,/web/20180119173941/http://www.politifact.com/new-jersey/statements/2012/apr/08/amy-handlin/affordable-care-act-withholds-federal-matching-fun/,0
"Adding ethanol to gas ""raises food costs.""",James Durkan,/web/20180119173941/http://www.politifact.com/tennessee/statements/2012/apr/06/james-durkan/tennessee-senate-candidate-says-putting-ethanol-ga/,1
Says Obama has failed to pass a budget.,Mitt Romney,/web/20180119173941/http://www.politifact.com/truth-o-meter/statements/2012/apr/06/mitt-romney/romney-says-obama-failed-pass-budget/,0
Says gubernatorial recall candidate Tom Barrett supported passage of Gov. Scott Walker’s bill stripping collective bargaining of state employees.,AFSCME,/web/20180119173950/http://www.politifact.com/wisconsin/statements/2012/apr/06/afscme/state-employees-union-says-barrett-supported-law-g/,0
"""Republicans in Congress refuse to list a single tax loophole they are willing to close.""",Barack Obama,/web/20180119173950/http://www.politifact.com/truth-o-meter/statements/2012/apr/05/barack-obama/obama-says-republicans-congress-wont-name-one-tax/,1
"""We were the No. 1 job creator in America in February and we are now the No. 4 job creator in the last year.""",John Kasich,/web/20180119173950/http://www.politifact.com/ohio/statements/2012/apr/05/john-kasich/john-kasich-says-ohio-led-all-states-job-creation-/,1
"""Before this law, any group could go out anywhere, register voters, sit on the voter registration forms for unlimited amount of time.""",Lenny Curry,/web/20180119173950/http://www.politifact.com/florida/statements/2012/apr/05/lenny-curry/voter-registration-groups-registrations-lenny-curr/,0
"""In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.""",Republican Governors Association,/web/20180119173950/http://www.politifact.com/wisconsin/statements/2012/apr/05/republican-governors-association/republican-governors-association-says-milwaukee-ma/,0
"""To get out of the (teachers) union, you pay 85 percent of $731. Then you're out of the union, but you've got to pay it every year, also required by statute. That’s called a representation fee.""",Chris Christie,/web/20180119173950/http://www.politifact.com/new-jersey/statements/2012/apr/05/chris-christie/chris-christie-claims-nonmembers-njea-must-pay-85-/,1
"Sherrod Brown opposed blocking a new EPA emissions rule, ""despite acknowledging that the EPA's cap-and-trade regulations are ‘burdensome’ and could harm economic growth in Ohio.""",Josh Mandel,/web/20180119173950/http://www.politifact.com/ohio/statements/2012/apr/05/josh-mandel/josh-mandels-campaign-says-sherrod-brown-balked-st/,0
