statement,source,link,veracity
Says Mitt Romney and Bain Capital are to blame in a woman’s premature death when they closed the plant where her husband worked.,Priorities USA Action,/web/20180119173651/http://www.politifact.com/truth-o-meter/statements/2012/aug/09/priorities-usa-action/pro-obama-group-blames-romney-womans-death/,0
"As Florida secretary of state, Kurt Browning ""allowed 1,800 illegal voters to register in Florida.""",Heather Fiorentino,/web/20180119173651/http://www.politifact.com/florida/statements/2012/aug/09/heather-fiorentino/heather-fiorentino-said-kurt-browning-allowed-1800/,0
"In June 2012 ""we actually had more people go on Social Security Disability [85,000] ... than the 80,000 jobs that were created.""",Allen West,/web/20180119173657/http://www.politifact.com/rhode-island/statements/2012/aug/09/allen-west/us-rep-allen-west-d-fla-says-number-people-who-wen/,1
Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,Barack Obama,/web/20180119173657/http://www.politifact.com/truth-o-meter/statements/2012/aug/08/barack-obama/obama-slams-romney-on-contraception-and-planned-pa/,1
"Says he never voted for a ""tax increase.""",Mark Neumann,/web/20180119173657/http://www.politifact.com/wisconsin/statements/2012/aug/08/mark-neumann/gop-wisconsin-senate-primary-mark-neumann-says-4-y/,0
"""Ninety percent of the topsoil has inadequate moisture to grow crops.""",John Kasich,/web/20180119173657/http://www.politifact.com/ohio/statements/2012/aug/08/john-kasich/ohio-gov-john-kasich-says-drought-has-left-90-perc/,1
"""Under Obama’s plan (for welfare), you wouldn’t have to work and wouldn’t have to train for a job. They just send you your welfare check.""",Mitt Romney,/web/20180119173657/http://www.politifact.com/truth-o-meter/statements/2012/aug/07/mitt-romney/mitt-romney-says-barack-obamas-plan-abandons-tenet/,0
"""As president, Barack Obama has never visited Israel.""",Mitt Romney,/web/20180119173657/http://www.politifact.com/truth-o-meter/statements/2012/aug/07/mitt-romney/romney-says-obama-has-not-visited-israel-president/,1
"Says Georgia ranks ""near the bottom in per capita transportation spending.""",Stacey Abrams,/web/20180119173657/http://www.politifact.com/georgia/statements/2012/aug/07/stacey-abrams/does-georgia-have-pothole-transportation-spending/,1
"Medicare insurance premiums will be rising to ""$120.20 per month in 2013 and $247.00 per month in 2014.""",Chain email,/web/20180119173657/http://www.politifact.com/rhode-island/statements/2012/aug/07/chain-email/blue-cross-logo-gives-new-fuel-bogus-e-mail-claimi/,0
President Obama’s lawsuit claims it is unconstitutional for Ohio to allow servicemen and women extended early voting privileges during the state’s early voting period.,Mitt Romney,/web/20180119173657/http://www.politifact.com/ohio/statements/2012/aug/06/mitt-romney/mitt-romney-says-lawsuit-filed-president-obamas-ca/,0
Says Mitt Romney did not pay taxes for 10 years.,Harry Reid,/web/20180119173657/http://www.politifact.com/truth-o-meter/statements/2012/aug/06/harry-reid/harry-reid-says-anonymous-source-told-him-mitt-rom/,0
"Says that President Obama said that ""Small Businesses Succeed Because of Government.""",Chuck Fleischmann,/web/20180119173659/http://www.politifact.com/tennessee/statements/2012/aug/06/chuck-fleischmann/gop-congressman-chuck-fleischmann-claims-obama-was/,0
"Says ""About 7 in 10 of Oregon’s inmates are in prison for violent crimes and serious sex offenses.""",Steve Doell,/web/20180119173659/http://www.politifact.com/oregon/statements/2012/aug/03/steve-doell/are-about-seven-10-oregons-inmates-prison-violent-/,1
"Tim Kaine, as governor, proposed tax increases on people earning ""as little as $17,000.""",George Allen,/web/20180119173659/http://www.politifact.com/virginia/statements/2012/aug/03/george-allen/george-allen-says-tim-kaine-tried-raise-taxes-peop/,1
"""There are close to 900,000 unemployed veterans in America right now.""",Sanford Bishop,/web/20180119173659/http://www.politifact.com/georgia/statements/2012/aug/03/sanford-bishop/congressman-nearly-900000-veterans-are-unemployed/,1
"In 2010, Betty Sutton ""voted to destroy Medicare.""",National Republican Congressional Committee,/web/20180119173659/http://www.politifact.com/ohio/statements/2012/aug/03/national-republican-congressional-committee/nrcc-targets-betty-suttons-support-health-care-ref/,0
Says 1 in 7 American families is on food stamps.,Sarah Palin,/web/20180119173659/http://www.politifact.com/texas/statements/2012/aug/02/sarah-palin/sarah-palin-says-1-7-american-families-food-stamps/,1
"""The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.""",Shirley Turner,/web/20180119173659/http://www.politifact.com/new-jersey/statements/2012/aug/02/shirley-turner/new-jersey-judges-pension-system-most-underfunded-/,1
"The Congressional Budget Office ""has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion.""",Michael Riley,/web/20180119173703/http://www.politifact.com/rhode-island/statements/2012/aug/02/michael-riley/ri-congressional-candidate-michael-riley-says-cong/,0
Says Milken Institute rated San Antonio as nation’s top-performing local economy.,Julián Castro,/web/20180119173703/http://www.politifact.com/texas/statements/2012/aug/01/julian-castro/julian-castro-says-milken-institute-named-san-anto/,1
"""Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Scott DesJarlais's (TN-04) Republican Majority.""",Democratic Congressional Campaign Committee,/web/20180119173703/http://www.politifact.com/tennessee/statements/2012/aug/01/democratic-congressional-campaign-committee/desjarlais-taking-money-linked-chinese-prostitutio/,0
"Says under federal law ""we do not have any limitation on the number of guns and bullets we can buy.""",Robert Menendez,/web/20180119173703/http://www.politifact.com/new-jersey/statements/2012/aug/01/robert-menendez/us-sen-robert-menendez-claims-there-are-no-federal/,1
"""The president's first major foreign policy speech in Cairo was to apologize for our country.""",Kelly  Ayotte,/web/20180119173703/http://www.politifact.com/new-hampshire/statements/2012/jul/31/kelly-ayotte/kelly-ayotte-parrots-dubunked-romney-talking-point/,0
"""Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.""",Bernie Sanders,/web/20180119173703/http://www.politifact.com/truth-o-meter/statements/2012/jul/31/bernie-s/sanders-says-walmart-heirs-own-more-wealth-bottom-/,1
"Says ""millions of dollars in tax breaks"" were paid for ""by busting unions, cutting BadgerCare, and raising taxes on the poor and the middle class, thanks to Elizabeth Coggs' help.""",We Are Milwaukee,/web/20180119173703/http://www.politifact.com/wisconsin/statements/2012/jul/31/we-are-milwaukee/democratic-wisconsin-lawmaker-helped-gop-gov-scott/,0
"FCAT tests ""account for less than 1 percent of the instructional time provided during the year.""",Gerard Robinson,/web/20180119173703/http://www.politifact.com/florida/statements/2012/jul/30/gerard-robinson/florida-education-commissioner-says-fcats-equal-le/,0
"""Donna Shalala left me with 12 million doses"" of smallpox vaccine and ""I created enough"" to vaccinate ""every man, woman and child against smallpox in America.""",Tommy Thompson,/web/20180119173703/http://www.politifact.com/wisconsin/statements/2012/jul/30/tommy-thompson/tommy-thompson-says-he-created-enough-smallpox-vac/,1
"""What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.""",Chris Christie,/web/20180119173703/http://www.politifact.com/new-jersey/statements/2012/jul/30/chris-christie/chris-christie-says-almost-90000-new-jerseyans-are/,0
"Says his ""patents in ultrasound have revolutionized modern medicine.""",George Flinn,/web/20180119173703/http://www.politifact.com/tennessee/statements/2012/jul/30/george-flinn/memphis-candidate-george-flinn-claims-his-patents-/,0
"A study showed that President Barack Obama’s health-care reforms will ""devastate Wisconsin"" by pushing people off employer-sponsored insurance, driving up premiums, increasing dependency and making 122,000 people ineligible for Medicaid.",Scott Walker,/web/20180119173711/http://www.politifact.com/wisconsin/statements/2012/jul/29/scott-walker/scott-walker-says-study-shows-federal-health-care-/,0
"Says Democrats racked up a $1 billion state deficit, while Republicans under Bill O'Brien balanced the budget.",New Boston Republican Committee,/web/20180119173711/http://www.politifact.com/new-hampshire/statements/2012/jul/29/new-boston-republican-committee/new-boston-gop-says-dems-left-deficit/,0
Says U.S. is giving seven Alaskan islands to Russia.,Wes Riddle,/web/20180119173711/http://www.politifact.com/texas/statements/2012/jul/27/wes-riddle/wes-riddle-says-us-giving-seven-alaskan-islands-ru/,0
"Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",Jeff Wentworth,/web/20180119173711/http://www.politifact.com/texas/statements/2012/jul/27/jeff-wentworth/jeff-wentworth-says-donna-campbell-pushing-35-perc/,0
"""Diane Black voted to fund Obamacare.""",Lou Ann Zelenik,/web/20180119173711/http://www.politifact.com/tennessee/statements/2012/jul/27/lou-ann-zelenik/gop-challenger-zelenik-says-diane-black-voted-fund/,0
"Says U.S. Rep. Sean Duffy is among seven ""Tea Party freshmen"" who ""spent an average of $15,000 on cars for themselves.""",Scott  Keyes,/web/20180119173711/http://www.politifact.com/wisconsin/statements/2012/jul/27/scott-keyes/gop-wisconsin-us-rep-sean-duffy-spent-tax-money/,0
"""I ended up my time as governor with a general fund budget that was smaller than the one I started with.""",Tim Kaine,/web/20180119173711/http://www.politifact.com/virginia/statements/2012/jul/27/tim-kaine/tim-kaine-says-general-fund-budget-shrank-when-he-/,1
"""In 2010, Mr. [Anthony] Gemma described himself as a 'pro-life' candidate. Now, he claims to be pro-choice.""",NARAL Pro-Choice America,/web/20180119173711/http://www.politifact.com/rhode-island/statements/2012/jul/27/naral-pro-choice/abortion-rights-group-says-democratic-congressiona/,1
"Says he has seen Border Patrol signs near the Mexico border in English, Spanish and Chinese.",David Dewhurst,/web/20180119173711/http://www.politifact.com/texas/statements/2012/jul/26/david-dewhurst/david-dewhurst-says-hes-seen-border-patrol-signs-e/,1
"President Obama was saying success ""is the result of government,"" not ""hard-working people,"" when he said, ""If you've got a business, you didn't build that. Somebody else made that happen.""",Mitt Romney,/web/20180119173711/http://www.politifact.com/truth-o-meter/statements/2012/jul/26/mitt-romney/putting-mitt-romneys-attacks-you-didnt-build-truth/,0
"Twenty two years ago, when he was running for governor, Bill Nelson missed 56 percent of his votes in the U.S. House.",Connie Mack,/web/20180119173722/http://www.politifact.com/florida/statements/2012/jul/26/connie-mack/connie-mack-says-bill-nelson-missed-56-percent-his/,1
"The new 21st State Senate district was ""created in secret for Van Wanggaard. It was drawn within half a block of his house.""",John Lehman,/web/20180119173722/http://www.politifact.com/wisconsin/statements/2012/jul/26/john-lehman/lehman-senate-district-secret-wangaard-house/,1
"""We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.""",Chris Christie,/web/20180119173722/http://www.politifact.com/new-jersey/statements/2012/jul/26/chris-christie/chris-christie-new-jersey-gained-more-jobs-first-s/,1
"Says Mitt Romney ""backed a bill that outlaws all abortions, even in cases of rape and incest.""",Barack Obama,/web/20180119173722/http://www.politifact.com/truth-o-meter/statements/2012/jul/25/barack-obama/romney-abortion-rape-incest/,0
"Says Barack Obama ""counted on Sandy Adams"" to approve stimulus spending.",John Mica,/web/20180119173722/http://www.politifact.com/florida/statements/2012/jul/25/john-mica/john-mica-says-obama-counted-gop-rep-sandy-adams-s/,0
"""Obamacare"" is the ""biggest tax increase in American history.""",Mark Neumann,/web/20180119173722/http://www.politifact.com/wisconsin/statements/2012/jul/25/mark-neumann/biggest-tax-hike-us-history-obamacare-says-gop-us-/,0
"The health care law includes ""a 3.8% sales tax"" on ""all real estate transactions.""",Chain email,/web/20180119173722/http://www.politifact.com/truth-o-meter/statements/2012/jul/25/chain-email/3-8-percent-tax-real-estate-transactions-health-ca/,0
"Says President Barack Obama ""doubled the national debt, which had taken more than two centuries to accumulate, in one year.""",Chain email,/web/20180119173722/http://www.politifact.com/new-jersey/statements/2012/jul/25/chain-email/obama-doubled-national-debt-one-year-chain-e-mail-/,0
"""When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.""",Sherrod Brown,/web/20180119173722/http://www.politifact.com/ohio/statements/2012/jul/25/sherrod-brown/sherrod-brown-josh-mandel-lying-debates/,0
"The state of Georgia has lost 200,000 total jobs and 50,000 construction jobs since May 2007.",Kasim Reed,/web/20180119173722/http://www.politifact.com/georgia/statements/2012/jul/25/kasim-reed/The-mayor-gets-the-numbers-right-on-jobs-lost/,1
"Gov. Bill Haslam is ""making our Economic Development department Sharia compliant"" by hiring a woman ""who specializes in Sharia compliance. That’s what her job is.""",Woody Degan,/web/20180119173722/http://www.politifact.com/tennessee/statements/2012/jul/24/woody-degan/candidate-vanderbilt-state-sharia/,0
"A proposed tax to fund transportation projects would spend $90,000 to take a single vehicle off the road during the morning and afternoon commute.",Steve Brown,/web/20180119173722/http://www.politifact.com/georgia/statements/2012/jul/24/steve-brown/Transportation-tax-foes-number-crunching-flawed/,0
"Says ""Obamacare"" is ""the largest middle-class tax increase in history.""",Jeff Fitzgerald,/web/20180119173736/http://www.politifact.com/wisconsin/statements/2012/jul/23/jeff-fitzgerald/obamacare-largest-ever-tax-middle-class-gop-us-sen/,0
"""I used my line-item veto authority to veto $360 million dollars in special interest spending, so that our budget this year ... is still smaller than the fiscal year 2008 and 2009 budgets signed by my predecessor.""",Chris Christie,/web/20180119173736/http://www.politifact.com/new-jersey/statements/2012/jul/23/chris-christie/chris-christie-claims-he-cut-361-million-state-leg/,0
Says New Hampshire has the third-highest property tax in the country.,Jackie Cilley,/web/20180119173736/http://www.politifact.com/new-hampshire/statements/2012/jul/23/jackie-cilley/no-income-or-sales-tax-new-hampshire-does-rely-hea/,1
"The Pasco County budget ""has doubled in the past three years.""",Rachel O'Connor,/web/20180119173736/http://www.politifact.com/florida/statements/2012/jul/22/rachel-oconnor/rachel-oconnor-says-pascos-budget-has-doubled-thre/,0
"Says President Barack Obama ""has not raised taxes.""",Bill Pascrell,/web/20180119173736/http://www.politifact.com/new-jersey/statements/2012/jul/22/bill-pascrell/bill-pascrell-claims-barack-obama-has-not-raised-t/,0
"""Obamacare"" represents ""the largest tax increase in the history of the world.""",Charlotte Bergmann,/web/20180119173736/http://www.politifact.com/tennessee/statements/2012/jul/22/charlotte-bergmann/memphis-candidate-bergmann-repeats-limbaugh-claim-/,0
"""Rhode Islanders pay among the highest auto repair bills in the nation.""",Robert DiMuccio,/web/20180119173736/http://www.politifact.com/rhode-island/statements/2012/jul/22/robert-dimuccio/amica-insurance-president-robert-dimuccio-says-rho/,1
"Says Jim Frishe wanted to ""tax us for doing our taxes"" through an accountant.",Accountability in Government,/web/20180119173736/http://www.politifact.com/florida/statements/2012/jul/20/accountability-government/attack-ad-says-jim-frishe-raised-taxes-accountants/,1
Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters.,Mitt Romney,/web/20180119173736/http://www.politifact.com/truth-o-meter/statements/2012/jul/20/mitt-romney/romney-ad-says-stimulus-money-went-buy-electric-ca/,0
"The Affordable Care Act ""will likely go down as the biggest tax increase in history.""",Josh Mandel,/web/20180119173736/http://www.politifact.com/ohio/statements/2012/jul/20/josh-mandel/josh-mandel-says-obamacare-will-ultimately-be-bigg/,0
"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.",Republican National Committee,/web/20180119173739/http://www.politifact.com/truth-o-meter/statements/2012/jul/19/republican-national-committee-republican/did-barack-obama-hold-100-plus-fundraisers-while-h/,1
"Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",Lou Greenwald,/web/20180119173739/http://www.politifact.com/new-jersey/statements/2012/jul/19/lou-greenwald/tax-shift-lou-greenwald-sets-truth-o-meter-ablaze-/,0
"Says it's not ""accidental"" that the villain in the Batman movie is named Bane.",Rush Limbaugh,/web/20180119173739/http://www.politifact.com/truth-o-meter/statements/2012/jul/18/rush-limbaugh/rush-limbaugh-claims-link-between-batmans-bane-and/,0
"Says ""the money is in the budget"" to give a tax break to ""everyone,"" including people making more than $1 million.",Lou Greenwald,/web/20180119173739/http://www.politifact.com/new-jersey/statements/2012/jul/18/lou-greenwald/assembly-majority-leader-lou-greenwald-claims-mone/,0
"Mitt Romney ""says the Arizona immigration law should be a model for the nation.""",Barack Obama,/web/20180119173739/http://www.politifact.com/texas/statements/2012/jul/17/barack-obama/barack-obama-says-mitt-romney-calls-arizona-immigr/,0
"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",Paul Ryan,/web/20180119173739/http://www.politifact.com/texas/statements/2012/jul/17/paul-ryan/paul-ryan-says-unemployment-would-be-11-percent-sa/,1
"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",Barack Obama,/web/20180119173739/http://www.politifact.com/truth-o-meter/statements/2012/jul/17/barack-obama/obama-ad-says-romney-stashed-money-cayman-islands/,1
The media won’t publish a real photo of Trayvon Martin with tattoos on his face.,Chain email,/web/20180119173739/http://www.politifact.com/florida/statements/2012/jul/17/chain-email/real-photo-trayvon-martin-chain-email-says-so/,0
Federal regulations required the changes to Georgia's driver’s license renewal process.,David Ralston,/web/20180119173739/http://www.politifact.com/georgia/statements/2012/jul/17/david-ralston/house-speaker-says-911-regulations-led-new-guideli/,1
"Says Mitt Romney ""had millions in a Swiss bank account.""",Barack Obama,/web/20180119173742/http://www.politifact.com/truth-o-meter/statements/2012/jul/16/barack-obama/mitt-romney-had-millions-swiss-bank-account-barack/,1
"""If you make more than $250,000 a year … you only really take home about $125,000.""",Steve Doocy,/web/20180119173742/http://www.politifact.com/truth-o-meter/statements/2012/jul/16/steve-doocy/steve-doocy-says-someone-earning-250000-pays-half-/,0
"The health care law ""adds around $800 billion of taxes on the American people. It does not discriminate between rich and poor.""",Marco Rubio,/web/20180119173742/http://www.politifact.com/florida/statements/2012/jul/16/marco-rubio/rubio-says-taxes-health-care-law-do-not-discrimina/,0
"""Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffy’s Republican Majority.""",Democratic Congressional Campaign Committee,/web/20180119173742/http://www.politifact.com/wisconsin/statements/2012/jul/16/democratic-congressional-campaign-committee/democratic-congressional-campaign-committee-says-p/,0
"""New Jersey today has fewer employees in state government than it had when Christie Whitman left office in January of 2001, and I think that’s good. And we did it without any layoffs. We did it through attrition.""",Chris Christie,/web/20180119173742/http://www.politifact.com/new-jersey/statements/2012/jul/16/chris-christie/chris-christie-claims-new-jersey-has-reduced-numbe/,0
"Funding the federal health care law without a tax hike will ""require the state to cut nearly a quarter of its annual budget.""",Brian Robinson,/web/20180119173742/http://www.politifact.com/georgia/statements/2012/jul/16/brian-robinson/deal-spokesman-slips-health-care-impact-georgia/,0
"Says he ""never supported"" federal health care individual mandate.",Tommy Thompson,/web/20180119173742/http://www.politifact.com/wisconsin/statements/2012/jul/15/tommy-thompson/gop-wisconsin-senate-candidate-thompson-says-he-ne/,0
"""We are not producing jobs. We created 80,000 jobs last month. We don't talk about the jobs that we lost. The net of it all is that we lost jobs.""",Joseph Kyrillos,/web/20180119173742/http://www.politifact.com/new-jersey/statements/2012/jul/15/joseph-kyrillos/joe-kyrillos-claims-united-states-not-producing-jo/,0
"President Obama’s health care law says ""when you sell your house now you have to pay a 3.8 percent tax.""","Vincent ""Buddy"" Cianci",/web/20180119173742/http://www.politifact.com/rhode-island/statements/2012/jul/15/vincent-buddy-cianci/talk-show-host-buddy-cianci-says-obamas-health-car/,0
"""83% of doctors have considered leaving the profession because of #Obamacare.""",Jeff Duncan,/web/20180119173742/http://www.politifact.com/truth-o-meter/statements/2012/jul/12/jeff-duncan/gop-lawmaker-jeff-duncan-repeats-survey-finding-83/,0
"Says New Jersey’s tenure law ""has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.""",Chris Christie,/web/20180119173743/http://www.politifact.com/new-jersey/statements/2012/jul/12/chris-christie/chris-christie-says-state-reformed-its-tenure-law-/,0
"""Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renacci’s Republican majority.""",Democratic Congressional Campaign Committee,/web/20180119173743/http://www.politifact.com/ohio/statements/2012/jul/12/democratic-congressional-campaign-committee/dccc-claims-money-chinese-prostitution-supports-ji/,0
"The health care law could cost up to $2 trillion, ""double what we were promised.""",American Commitment,/web/20180119173743/http://www.politifact.com/florida/statements/2012/jul/11/american-commitment/tv-ad-says-health-laws-cost-2-trillion-double-what/,0
"Says ""Your kid just ate 16 packs of sugar.""",Multnomah County,/web/20180119173743/http://www.politifact.com/oregon/statements/2012/jul/11/multnomah-county/did-your-kid-just-drink-16-packs-sugar/,1
"The health care law ""imposes the largest tax increase in history on the middle class.""",American Commitment,/web/20180119173743/http://www.politifact.com/florida/statements/2012/jul/11/american-commitment/health-care-law-largest-tax-increase-history-middl/,0
"The health care law is ""the largest tax [increase] in the history of our country""",Phil Gingrey,/web/20180119173743/http://www.politifact.com/georgia/statements/2012/jul/11/phil-gingrey/gingrey-claim-about-obama-health-care-old-inaccura/,0
"Gov. Rick Scott ""tried to kick 180,000 people off the voter rolls.""",MoveOn.org,/web/20180119173743/http://www.politifact.com/florida/statements/2012/jul/10/moveon/moveon-says-gov-rick-scott-tried-kick-180000-peopl/,0
"""Every one of the 67 supervisors of elections"" in Florida refused to carry out the effort to remove noncitizens from the voter rolls.",MoveOn.org,/web/20180119173743/http://www.politifact.com/florida/statements/2012/jul/10/moveon/moveon-says-florida-election-supervisors-refuse-pa/,0
"Says Mitt Romney ""has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.""",Robert Gibbs,/web/20180119173743/http://www.politifact.com/truth-o-meter/statements/2012/jul/10/robert-gibbs/democrats-say-mitt-romney-failed-disclose-offshore/,1
"""I've never supported a payroll tax.""",David Dewhurst,/web/20180119173743/http://www.politifact.com/texas/statements/2012/jul/09/david-dewhurst/david-dewhurst-says-he-never-supported-texas-payro/,0
"""75 percent of the Obamacare tax falls on the middle class.""",Facebook posts,/web/20180119173745/http://www.politifact.com/truth-o-meter/statements/2012/jul/09/facebook-posts/facebook-post-says-75-percent-obamacare-tax-falls-/,0
""" ‘Obamacare’ puts the federal government between you and your doctor.""",Mitt Romney,/web/20180119173745/http://www.politifact.com/truth-o-meter/statements/2012/jul/09/mitt-romney/health-law-puts-government-between-patients-and-do/,0
"Says ""tenure still exists but it's been overhauled"" for teachers in New Jersey.",Stephen Sweeney,/web/20180119173745/http://www.politifact.com/new-jersey/statements/2012/jul/09/stephen-sweeney/steve-sweeney-claims-new-legislation-doesnt-elimin/,1
"If the U.S. didn't borrow $1.2 trillion every year ""to fund government operations,"" that money would be available ""for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.""",Mark Neumann,/web/20180119173745/http://www.politifact.com/wisconsin/statements/2012/jul/08/mark-neumann/uncle-sams-borrowing-leaves-less-businesses-gop-wi/,0
"""In the last 10 years, only one piece of legislation has been cosponsored and passed by"" John Duncan Jr.",Nick Ciparro,/web/20180119173745/http://www.politifact.com/tennessee/statements/2012/jul/07/nick-ciparro/opponent-says-duncan-has-sponsored-piece-legislati/,0
"Under the health care law, ""everybody will have lower rates, better quality care and better access.""",Nancy  Pelosi,/web/20180119173745/http://www.politifact.com/truth-o-meter/statements/2012/jul/06/nancy-pelosi/nancy-pelosi-says-everybody-will-get-more-and-pay-/,0
"States still face a ""mandate"" to expand Medicaid coverage under President Obama's health care reform law.",Bob McDonnell,/web/20180119173745/http://www.politifact.com/virginia/statements/2012/jul/06/bob-mcdonnell/bob-mcdonnell-says-supreme-court-ruling-health-car/,0
"Voter fraud provided ""a portion"" of the margin of victory of Democrat John Lehman over Republican Sen. Van Wanggaard in a state Senate recall election.",Robin Vos,/web/20180119173745/http://www.politifact.com/wisconsin/statements/2012/jul/06/robin-vos/wisconsin-rep-robin-vos-says-voter-fraud-accounted/,0
"Says Clackamas County Measure 3-401 ""will hurt our county, cripple economic growth, and increase our taxes with excessive special elections.""",Clackamas County Democrats,/web/20180119173745/http://www.politifact.com/oregon/statements/2012/jul/05/clackamas-county-democrats/will-passage-light-rail-ballot-measure-clackamas-c/,0
"""If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.""",Chris Christie,/web/20180119173747/http://www.politifact.com/new-jersey/statements/2012/jul/05/chris-christie/mitt-romney-barack-obama-margin-error-race-white-h/,1
"""Fireworks have never been safer, and their use continues to increase each year.""",Bill Weimer,/web/20180119173747/http://www.politifact.com/ohio/statements/2012/jul/04/bill-weimer/fireworks-executive-says-theyve-never-been-safer-a/,1
"""We’re spending $12,000 bucks a kid a year in the school system.""",Don McIntire,/web/20180119173747/http://www.politifact.com/oregon/statements/2012/jul/03/don-mcintire/does-portland-public-schools-spend-12000-year-stud/,1
Says Dow Chemical decided to build a plant in Saudi Arabia rather than Oklahoma due to the impact of environmental regulations on the supply of natural gas.,Mitt Romney,/web/20180119173747/http://www.politifact.com/truth-o-meter/statements/2012/jul/03/mitt-romney/mitt-romney-says-dow-chemical-chose-saudi-arabia-o/,0
"A company with ""20 employees"" could go ""out of business"" because of health care law requirements to buy insurance.",Rick Scott,/web/20180119173747/http://www.politifact.com/florida/statements/2012/jul/02/rick-scott/rick-scott-small-business-health-care/,0
"The Medicaid expansion is ""going to cost Florida $1.9 billion a year.""",Rick Scott,/web/20180119173747/http://www.politifact.com/florida/statements/2012/jul/02/rick-scott/rick-scott-says-medicaid-expansion-will-cost-state/,0
"Says the health care law rations care, like systems in Canada and Great Britain.",Rick Scott,/web/20180119173747/http://www.politifact.com/florida/statements/2012/jul/02/rick-scott/rick-scott-says-health-care-law-rations-care-syste/,0
"Lorain ""is the poorest urban school district in the state of Ohio.""",Dan Ramos,/web/20180119173747/http://www.politifact.com/ohio/statements/2012/jul/02/dan-ramos/dan-ramos-says-lorain-poorest-school-district-ohio/,0
"As Massachusetts governor, Mitt Romney used a line-item veto to cut ""millions of dollars for firefighting equipment,"" including firefighters' ""coats, pants, helmets and boots.""",Mahlon Mitchell,/web/20180119173747/http://www.politifact.com/wisconsin/statements/2012/jul/01/mahlon-mitchell/romney-cut-millions-firefighter-gear-wisconsin-dem/,1
"""New Jersey's citizens are working at the highest rate in three years.""",Jennifer Beck,/web/20180119173747/http://www.politifact.com/new-jersey/statements/2012/jul/01/jennifer-beck/ennifer-beck-claims-new-jersey-residents-are-worki/,0
"President Obama's health care law is ""a government takeover of healthcare.""",George Allen,/web/20180119173749/http://www.politifact.com/virginia/statements/2012/jul/01/george-allen/george-allen-calls-health-care-law-government-take/,0
"""People who wash cars at home will use approximately 80 percent more water than they do in a car wash.""",Helio Melo,/web/20180119173749/http://www.politifact.com/rhode-island/statements/2012/jul/01/helio-melo/ri-state-rep-helio-melo-says-washing-car-home-uses/,0
"""(Environmentalists) said ‘We’re only going to stop coal mining above 2,000 feet.’ ... Well guess where all the coal in the state of Tennessee is? Above 2,000 feet.""",Ron Ramsey,/web/20180119173749/http://www.politifact.com/tennessee/statements/2012/jun/30/ron-ramsey/ramsey-says-all-coal-tennessee-above-2000-feet/,0
"President Obama’s health-care law will ""add trillions of dollars in debt.""",Barry Hinckley,/web/20180119173749/http://www.politifact.com/rhode-island/statements/2012/jun/30/barry-hinckley/republican-us-senate-candidate-barry-hinckley-says/,0
"""Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.""",Ron Wyden,/web/20180119173749/http://www.politifact.com/oregon/statements/2012/jun/29/ron-wyden/ron-wyden-says-food-served-oregon-schools-comes-al/,1
Says Ann Kuster said the debate over America’s debt limit is not an important issue of the day.,Charles Bass,/web/20180119173749/http://www.politifact.com/new-hampshire/statements/2012/jun/29/charles-bass/charlie-bass-goes-attack-and-distorts-opponents-st/,0
"Says the federal health care law upheld by the Supreme Court ""has improved or saved the lives of more than 4,000 Texans"" otherwise prevented from obtaining health coverage due to pre-existing conditions.",Becky Moeller,/web/20180119173749/http://www.politifact.com/texas/statements/2012/jun/29/becky-moeller/becky-moeller-says-over-4000-texas-lives-have-impr/,1
"""Obamacare … means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep.""",Mitt Romney,/web/20180119173749/http://www.politifact.com/truth-o-meter/statements/2012/jun/29/mitt-romney/mitt-romney-says-obamacare-means-20-million-americ/,0
